ID;Reference;Designation;Mill;Coul;Cond;Cont
1682;118100;ARMAGNAC RECOLTE 1985 ARIANE en caissette bois;1985;;x 1 CB;50 cl
1684;041021;CH TOUR DE PEZ AC ST ESTEPHE CAISSE BOIS;2007;RGE;x 6;75 cl
1685;001022;PANNIER EGERIE ROSE DE SAIGNEE COFFRET LUXE;0;RSE;x 6;75 cl
1691;135011;AC COTEAUX DU LANGUEDOC CUVEE PRESTIGE;2006;RGE;x 6;75 cl
1694;002007;VDT C GALLICIAN;0;RGE;x 1;B10L
1695;002008;VDT. C GALLICIAN;0;RGE;x 1;B20L
1699;002900;VDT CUVEE PRINCIE étiq perso scaeL;0;RGE;x 1;B20L
1700;002901;VDT. CUVEE FIOJOLI étiq perso scaeL;0;RSE;x 1;B20L
1701;002902;VDT. CUVEE LEON étiq perso scaeL;0;RGE;x 1;B20L
1708;099005;DME VILLEMARIN VDP COTES DE THAU;2007;RSE;x 12;37.5 cl
1709;089004;AC SAUMUR DME DE LA PALEINE;2005;RGE;x 6;75 cl
1710;138010;AC C.DU VENTOUX GAVOTS DES ABEILLES;2009;RGE;x 6;75 cl
1712;138004;AC C DU VENTOUX D. L'ESTAGNOL;2010;RSE;x 1;B05L
1713;110505;AC BERGERAC CH LES MARNIERES;2011;RGE;x 6;75 cl
1714;044004;VDPOC C DES CIGALES D.DE CLAPIES;2006;RGE;x 1;B05L
1716;052028;AC BX LA ROSEE DE RAMAGE;2015;RSE;x 6;75 cl
1720;002022;VDP GARD ROUGE;0;RGE;x 1 CB;VRAC
1721;099006;AOC CARTE NOIRE;0;RGE;x 6;75 cl
1722;099007;AOC CARTE NOIRE;0;RGE;x 6;37.5 cl
1723;099008;AOC CL PICPOUL;0;RGE;x 6;VRAC
1724;099009;VDP COTES THAU ROUGE;0;RGE;x 1;B10L
1725;099010;VDP COTES DE THAU ROSE;0;RSE;x 1;B10L
1726;099011;VDP COTES THAU BLANC;0;BLC;x 1;B10L
1728;140001;AC VOUVRAY M.TRAD.BR C.DES AUMONES;0;BLC;x 6;75 cl
1733;025030;VDP'OC. LA CLOSERIE DES LYS;2010;BLC;x 6;75 cl
1735;142002;AC MAREUIL FIEFS VENDEENS;2010;RSE;x 6;75 cl
1737;143001;AC CX DU GIENNOIS G.THIEBAULT;2013;RGE;x 6;75 cl
1738;143002;AC CX DU GIENNOIS G.THIEBAULT;2014;BLC;x 6;75 cl
1742;134500;AC C DU RHONE ESPRIT DEVIN (SC);2011;RGE;x 6;75 cl
1743;057014;AC GAILLAC EVASION;0;RGE;x 24;37.5 cl
1744;116002;CUVEE LES GRAVES AC CHINON;2006;RGE;x 12 CB;37.5 cl
1745;118018;ARMAGNAC RECOLTE 1990 ARIANE;1990;RGE;x 1;70 cl
1746;118019;ARMAGNAC MILLESIME 40% VOL;1988;RGE;x 1;70 cl
1747;118020;ARMAGNAC RECOLTE 1986 ARIANE;1986;RGE;x 1;70 cl
1748;118021;ARMAGNAC RECOLTE 1985 ARIANE;1985;RGE;x 1;70 cl
1749;118022;ARMAGNAC MILLESIME 40% VOL;1984;RGE;x 1;70 cl
1750;118023;ARMAGNAC MILLESIME 40% VOL;1983;RGE;x 1;70 cl
1751;118024;ARMAGNAC RECOLTE 1982 ARIANE;1982;RGE;x 1;70 cl
1752;118025;ARMAGNAC RECOLTE 1982 ARIANE en caissette bois;1982;RGE;x 1;70 cl
1753;118026;ARMAGNAC MILLESIME 40% VOL;1980;RGE;x 1;70 cl
1754;118027;ARMAGNAC MILLESIME 40% VOL;1979;RGE;x 1;70 cl
1755;118028;ARMAGNAC RECOLTE 1977 ARIANE;1977;RGE;x 1;70 cl
1756;118029;ARMAGNAC RECOLTE 1975 ARIANE en caissette bois;1975;RGE;x 1;70 cl
1757;118030;ARMAGNAC RECOLTE 1974 ARIANE en étui;1974;RGE;x 1;70 cl
1758;118031;ARMAGNAC RECOLTE 1974 ARIANE en caissette bois;1974;RGE;x 1;50 cl
1759;118032;ARMAGNAC RECOLTE 1973 ARIANE en caissette bois;1973;RGE;x 1;70 cl
1760;118034;ARMAGNAC RECOLTE 1972 ARIANE;1972;RGE;x 1;70 cl
1761;118035;ARMAGNAC RECOLTE 1970 ARIANE en caissette bois;1970;RGE;x 1;70 cl
1762;118036;ARMAGNAC MILLESIME 40% VOL;1969;RGE;x 1;70 cl
1763;118037;ARMAGNAC RECOLTE 1968 ARIANE en caissette bois;1968;RGE;x 1;70 cl
1764;118039;ARMAGNAC RECOLTE 1966 ARIANE;1966;RGE;x 1;70 cl
1765;118040;ARMAGNAC RECOLTE 1965 ARIANNE en caissette bois;1965;RGE;x 1;70 cl
1767;118042;ARMAGNAC MILLESIME 40% VOL;1963;RGE;x 1;70 cl
1768;118043;ARMAGNAC DELORD 40% - ARIANE - CAISSE BOIS;1962;;x 1;70 cl
1769;118044;ARMAGNAC MILLESIME 40% VOL;1961;RGE;x 1;70 cl
1770;118045;ARMAGNAC MILLESIME 40% VOL;1960;RGE;x 1;70 cl
1771;118046;ARMAGNAC MILLESIME 40% VOL;1959;RGE;x 1;70 cl
1772;118047;ARMAGNAC MILLESIME 40% VOL;1958;RGE;x 1;70 cl
1773;118048;ARMAGNAC MILLESIME 40% VOL;1955;RGE;x 1;70 cl
1774;118049;ARMAGNAC MILLESIME 40% VOL;1954;RGE;x 1;70 cl
1775;118050;ARMAGNAC MILLESIME 40% VOL;1952;RGE;x 1;70 cl
1776;118051;ARMAGNAC MILLESIME 40% VOL;1951;RGE;x 1;70 cl
1777;118052;ARMAGNAC MILLESIME 40% VOL;1950;RGE;x 1;70 cl
1778;118053;ARMAGNAC MILLESIME 40% VOL CAISSE BOIS;1949;RGE;x 1;70 cl
1779;118054;ARMAGNAC MILLESIME 40% VOL;1948;RGE;x 1;70 cl
1780;118055;ARMAGNAC RECOLTE 1946 ARIANE en caissettes bois;1946;RGE;x 1;70 cl
1781;118058;ARMAGNAC MILLESIME 40% VOL;1941;RGE;x 1;70 cl
1782;118059;ARMAGNAC MILLESIME 40% VOL;1939;RGE;x 1;70 cl
1783;118060;ARMAGNAC MILLESIME 40% VOL;1937;RGE;x 1;70 cl
1784;118061;ARMAGNAC MILLESIME 40% VOL;1936;RGE;x 1;70 cl
1785;118062;ARMAGNAC MILLESIME 40% VOL;1935;RGE;x 1;70 cl
1786;118063;ARMAGNAC MILLESIME 40% VOL;1934;RGE;x 1;70 cl
1787;118064;ARMAGNAC MILLESIME 40% VOL;1933;RGE;x 1;70 cl
1788;118065;ARMAGNAC MILLESIME 40% VOL;1932;RGE;x 1;70 cl
1789;118066;ARMAGNAC MILLESIME 40% VOL;1930;RGE;x 1;70 cl
1790;118067;ARMAGNAC MILLESIME 40% VOL;1929;RGE;x 1;70 cl
1791;118068;ARMAGNAC MILLESIME 40% VOL;1928;RGE;x 1;70 cl
1792;118069;ARMAGNAC MILLESIME 40% VOL;1927;RGE;x 1;70 cl
1793;118070;ARMAGNAC MILLESIME 40% VOL;1926;RGE;x 1;70 cl
1794;118071;ARMAGNAC MILLESIME 40% VOL;1925;RGE;x 1;70 cl
1795;118999;Verre dégustation 25 cl;0;RGE;x 1;37.5 cl
1796;118038;ARMAGNAC RECOLTE 1967 ARIANE;1967;RGE;x 1;70 cl
1797;118056;ARMAGNAC MILLESIME 40% VOL;1942;RGE;x 1;70 cl
1798;118072;ARMAGNAC MILLESIME 40% VOL;1931;RGE;x 6;70 cl
1800;002009;VDT. C GALLICIAN;0;RSE;x 1;B20L
1801;040014;CARACTERE AC COTES DE BOURG;2005;RGE;x 6;37.5 cl
1802;102002B;AC ST EMILION G.CRU G DE PEYROUTAS;2006;RGE;x 6;75 cl
1803;145001;AC MEDOC GRD CEDRES CH SIPIAN;2012;RGE;x 6;75 cl
1804;145002;AC MEDOC GRD CEDRES CH SIPIAN;2006;RGE;x 12;37.5 cl
1805;145003;AC MEDOC GRD CEDRES CH SIPIAN;2010;RGE;x 6;150 cl
1806;145005;AC MEDOC CRU.B CH SIPIAN;2010;RGE;x 6;75 cl
1807;145006;AC MEDOC CRU.B CH SIPIAN;2005;RGE;x 12;37.5 cl
1808;145007;AC MEDOC CRU.B CH SIPIAN;2010;RGE;x 6;150 cl
1811;025037;VDP D'OC ROUGE TURITELLES;2013;RGE;x 6;75 cl
1812;145010;QUINTESSENCE DU CHATEAU SIPIAN AC MEDOC;2010;RGE;x 6;75 cl
1813;083020;PECH DE LA ROQUE AC FAUGERES;2006;RGE;x 6;150 cl
1814;057084;PASSION AOC GAILLAC;2003;RGE;x 6;75 cl
1815;001023;PANNIER AC CHAMP BLANC DE BLANC EN ETUI;1990;BLC;x 6;75 cl
1816;001024;PANNIER AC CHAMP ROSE EN ETUI;1990;RSE;x 6;75 cl
1817;001025;PANNIER FLUTE;1990;RGE;x 6;75 cl
1820;118200;ARMAGNAC 40% VOL EN CAISSE BOIS;1978;RGE;x 6;70 cl
1821;118201;ARMAGNAC  40% VOL EN CAISSE BOIS;1989;RGE;x 6;70 cl
1822;118202;ARMAGNAC  40% VOL CAISSE BOIS;1981;RGE;x 6;70 cl
1825;089902;AC CAB D'ANJOU D.LA PALEINE;0;RSE;x 6;B10L
1826;057085;PASSION AC GAILLAC;2003;BLC;x 6;50 cl
1827;057086;PASSION AC GAILLAC;2002;RGE;x 6;50 cl
1828;110602;AC MONTBAZILLAC LES MARNIERES (SC);0;BLC;x 6;75 cl
1829;084010;L'ESPRIT DU VENT à perpète AC CORBIERES;2006;RGE;x 6;75 cl
1830;084011;INTERDIT AUX SNOBS AC CORBIERES;2007;RGE;x 6;75 cl
1831;084012;INTERDIT AUX SNOBS AC CORBIERES;1997;RGE;x 6;150 cl
1832;084013;LES ENFANTS DU ROCK AC CORBIERES;2007;RGE;x 6;75 cl
1833;084014;LES ENFANTS DU ROCK AC CORBIERES;1997;RGE;x 6;150 cl
1834;052065;CH BELCIER AC COTE CASTILLON;2005;RGE;x 24;37.5 cl
1835;042101;VDP ORANGE RSE;1990;RSE;x 1 CB;VRAC
1836;059020;AC C.PROVENCE ESTERELLE;2015;RSE;x 6;75 cl
1837;002903;VDP MERLOT C. GALLICIAN;0;RGE;x 1;B20L
1838;145015;AC BORDEAUX L'ESTAMPES;2006;RGE;x 6;75 cl
1840;145021;AC 1ERE C DE BX CH LABATUT BOUCHARD;2007;BLC;x 6;75 cl
1841;145025;AC MEDOC CRU.B CH SIPIAN (SC);2006;RGE;x 1 CB;300cl D-MAG
1842;145026;AC MEDOC CRU.B CH SIPIAN (SC);2006;RGE;x 1 CB;Jéroboam
1843;147001;AC MINERVOIS LORIZA (SC);2003;RGE;x 6;75 cl
1846;138012;"stock caveau Domaine Estagnol  ""Hommage""";2003;RGE;x 6;75 cl
1847;110603;AC BERGERAC MOELL TRADITION 37.5CL;2011;BLC;x 12 CB;37.5 cl
1849;048020;AC PUISSEGUIN ST EMILION.LA FOURVIEILLE;2008;RGE;x 6;75 cl
1850;145008;AC CADILLAC CH LABATUT BOUCHARD;2004;BLC;x 6;75 cl
1852;054011;AC PESSAC LEOGNAN. CH MANCEDRE;2011;RGE;x 6;75 cl
1853;096005;AC GRAVES CH DE L'HOSPITAL;2005;RGE;x 6;75 cl
1854;073007;DUCRU BEAUCAILLOU AC SAINT JULIEN;2005;RGE;x 12;75 cl
1855;073008;FIEUZAL AC PESSAC LEOGNAN;2002;RGE;x 12;75 cl
1856;057007;CUVEE RESERVEE AC CAHORS;2005;RGE;x 6;75 cl
1857;057008;CUVEE RESERVEE AC CAHORS;2004;RGE;x 12;37.5 cl
1858;057009;COMTE ANDRE DE MONPEZAT AC CAHORS;2005;RGE;x 6;75 cl
1859;057016;IMPERNAL CUVEE FUT AC CAHORS;2000;RGE;x 6;75 cl
1860;084015;"AC CORBIERES "" LE 3 """;2013;RGE;x 6;75 cl
1864;040018;CHATEAU LA CROIX BEL AIR 2004 AOC COTES DE BOURG;2004;RGE;x 1 CB;300cl D-MAG
1865;073009;FIEUZAL AC PESSAC LEOGNAN;2005;RGE;x 6;75 cl
1866;087002;AC REUILLY BLANC;0;BLC;x 12;37.5 cl
1867;008018;COFFRET 6 TUBES ARMAGNAC;0;BLC;x 6;75 cl
1868;008019;AC BAS ARMAGNAC VIGNOBLES FONTAN 20 ANS D'AGE;0;BLC;x 6;75 cl
1869;008024;AC BAS ARMAGNAC VIGNOBLES FONTAN VSOP;0;BLC;x 1;75 cl
1870;008025;AC BAS ARMAGNAC VIGNOBLES FONTAN XO;0;BLC;x 1;75 cl
1871;118073;ARMAGNAC 20 ANS D'AGE ARIANE en étui;0;RGE;x 1;50 cl
1872;118074;ARMAGNAC 25 ANS D'AGE ARIANE en étui;0;RGE;x 1;50 cl
1873;999004;DIVERS;1990;RGE;x 6;75 cl
1874;086001P;AC C.DE DURAS BERTICOT;0;RGE;x 1;B10L
1875;086002P;AC C.DE DURAS BERTICOT;0;RGE;x 1;B05L
1876;086017P;VDP MERLOT LE PETIT BERTICOT;2011;RGE;x 6;75 cl
1877;086019P;VDP SAUVIGNON LE PETIT BERTICOT;0;BLC;x 6;75 cl
1880;025999;régularisation;0;RGE;x 6;75 cl
1881;035008;AC ST NICOLAS DE BOURGUEIL;2007;RGE;x 1;B05L
1882;149001;(caveau) AC  COTES DE PROVENCE PALLIERE;2008;BLC;x 6;75 cl
1887;059021;AC COTES DE PROVENCE;0;RSE;x 1;B05L
1888;086011P;AC C.DE DURAS BERTICOT;0;BLC;x 1;B10L
1889;086012P;AC C.DE DURAS BERTICOT;0;BLC;x 1;B05L
1891;086018P;VDP DE L'ATLANTIQUE LE PTIT BERTICOT;2009;RSE;x 6;75 cl
1892;002905;VDT. CUVEE FIOJOLI étiq perso scaeL;0;RSE;x 1;B10L
1894;116005;AC CHINON DME GASNIER;2014;RSE;x 6;75 cl
1898;052501;CH TOUR DE PEZ AC ST ESTEPHE;2004;RGE;x 12;37.5 cl
1899;152001;AC QUINCY D.SIRET COURTAUD;2014;BLC;x 6;75 cl
1900;118300;FLOC DE GASCOGNE;0;RSE;x 6;75 cl
1902;099015;AC PICPOUL DE PINET C.L'ORMARINE;2012;BLC;x 6;75 cl
1903;153001;AC PETIT CHABLIS D.GARNIER;2015;BLC;x 6;75 cl
1904;153003;AC CHABLIS DME GARNIER;2015;BLC;x 6;75 cl
1905;153002;AC CHABLIS DME GARNIER;2015;BLC;x 12;37.5 cl
1906;153004;AC CHABLIS DME GARNIER;2015;BLC;x 12;37.5 cl
1907;153005;AC CHABLIS 1ER CRU BEAUROY;2014;BLC;x 6;75 cl
1913;110002;AC BERGERAC CH LES MARNIERES;2007;BLC;x 6;75 cl
1914;110003;AC BERGERAC SEC ELEVE FUT DE CHENE;2009;BLC;x 6;75 cl
1915;110004;AC BERGERAC CH LES MARNIERES;2005;RGE;x 6;75 cl
1916;110005;AC BERGERAC ELEVE FUTS DE CHENE CH LES MARNIERES;2003;RGE;x 6;75 cl
1920;114012;AC TOURAINE GAMAY D.LA CHAISE;0;RGE;x 1;B10L
1921;114013;AC TOURAINE GAMAY;0;RGE;x 1;B05L
1922;157001;AC MUSCADET S&MAINE/LIE FOLIETTES;2014;BLC;x 6;75 cl
1923;0570017;LES GRANITIERS VDP COTES DU TARN;2008;RGE;x 6;75 cl
1924;057018;LES GRANITIERS VDP COTES DU TARN;2008;RGE;x 12;37.5 cl
1925;057019;LES GRANITIERS VDP COTES DU TARN MOELLEUX;2008;BLC;x 6;75 cl
1926;057017;LES GRANITIERS VDP COTES DU TARN;2008;RGE;x 6;75 cl
1929;008201;VSOP BAS ARMAGNAC;0;RGE;x 1 CB;70 cl
1930;008202;HORS D'AGE BAS ARMAGNAC;0;RGE;x 1 CB;70 cl
1931;008203;X0 BAS ARMAGNAC;0;RGE;x 1 CB;70 cl
1932;008204;7 ANS D'AGE BAS ARMAGNAC;0;RGE;x 1 CB;70 cl
1933;008205;20 ANS D'AGE BAS ARMAGNAC;0;RGE;x 1 CB;70 cl
1934;008206;BAS ARMAGNAC;1980;RGE;x 1 CB;70 cl
1935;008207;BAS ARMAGNAC;1995;RGE;x 1 CB;70 cl
1937;084016;IVRESSE DES PROFONDEURS AOP CORBIERES;2014;RGE;x 6;75 cl
1938;084017;IVRESSE DES PROFONDEURS AOP CORBIERES;2014;RGE;x 6;150 cl
1939;084018;GRAINS DE RAISINS AOP CORBIERES;2014;RGE;x 6;75 cl
1940;084019;GRAINS DE RAISINS AOP CORBIERES;2014;RGE;x 6;150 cl
1941;137002;VDP OC MERLOT M.DES CABRES;2013;RGE;x 6;75 cl
1944;144003;AC C.DE BOURG G.GUIONNE;2005;RGE;x 12;75 cl
1945;057087;PASSION AC GAILLAC Fût;2004;RGE;x 1;150 cl
1946;057021;ASTROLABE LOIN DE L'OEIL AC GAILLAC;2007;BLC;x 6;75 cl
1947;057022;ASTROLABE NEGRETTE AC FRONTON;2006;RGE;x 6;75 cl
1948;057023;ASTROLABE MALBEC AC CAHORS;2005;RGE;x 6;75 cl
1949;057024;PASSION QUINTESSENCE AC GAILLAC FUT;2006;RGE;x 6;75 cl
1950;057025;INES AC FRONTON;2008;RSE;x 6;75 cl
1954;074002;AC GIGONDAS SERIGRAPHIE OR;2004;RGE;x 4;150 cl
1955;074003;AC GIGONDAS SIGNATURE CAISSE BOIS;2012;RGE;x 4;150 cl
1956;074004;AC VACQUEYRAS SERIGRAPHIE NOIR ET OR CAISSE BOIS;2009;RGE;x 1;150 cl
1957;074011;AC COTES DU RHONE NOIR ET OR SERIGRAPHIE CAISSE BO;2007;RGE;x 1;150 cl
1961;137003;AC CTX DU LANGUEDOC LA DRAILLE;2014;RGE;x 6;75 cl
1963;162001;AC CABARDES CH JOUCLARY;2014;RGE;x 6;75 cl
1966;161002;CH MONTET AC BORDEAUX;2007;RGE;x 24;37.5 cl
1967;062030;AC CADILLAC CH LA PASSONNE;2011;BLC;x 6;75 cl
1968;062031;AC GRAVES CUVEE PRESTIGE;2011;RGE;x 6;75 cl
1970;002100;VDP DU GARD. LOU GRES D'OR;2014;RGE;x 6;75 cl
1971;062032;AOP GRAVES CH CARBON D'ARTIGUES;0;RGE;x 1;B05L
1982;028009;CH LES BERTRANDS AC 1ERES COTES BLAYE CUVEE PRESTI;2007;RGE;x 6;75 cl
1983;107002/06;AC MARGAUX CRU BOURGEOIS CH DEYREM VALENTIN;2006;RGE;x 6;75 cl
1987;145011;AC 1ERE C.DE BX CH FAYON;2007;RGE;x 6;75 cl
1988;001150;ROSE VELOURS;0;RSE;x 6;75 cl
1989;001151;ROSE VELOURS COFFRET SIMPLE;0;RSE;x 6;75 cl
1990;001030;EXTRA BRUT CHAMPAGNE PANNIER;0;BLC;x 6;75 cl
1991;145027;AC MEDOC CRU.B CH SIPIAN 6L (SC);2006;RGE;x 1;IMPERIALE
1992;153010;AC BOURGOGNE CHARDO D.GARNIER;2008;BLC;x 6;75 cl
1993;118075;ARMAGNAC 15 ANS D'AGE ARIANE en étui;0;RGE;x 1;50 cl
1996;148100;SINGLE CASK MALTS DRIED FRUIT BASKET;0;BLC;x 1;70 cl
1997;148101;SINGLE CASK MALTS FLOWERS OF SCOTLAND;0;BLC;x 1;70 cl
1998;148102;SINGLE CASK MALTS HONEYCOMB;0;RGE;x 1;70 cl
1999;148103;SINGLE CASK MALTSFRUIT AN NUT FUDGE;0;BLC;x 1;70 cl
2000;148104;SINGLE CASK MALTS BONFIRES ON THE BEAUCH;0;RGE;x 1;70 cl
2001;148105;SINGLE CASK MALTS SMOKED CHEESE;0;BLC;x 1;70 cl
2002;148005;RIMAURESQ R AC COTES DE PROVENCE;2005;RGE;x 6;75 cl
2003;148200;BLENDED MALTS PEAT CHIMNEY 43;0;BLC;x 6;70 cl
2004;008208;Coffret dégustation 6 tubes;0;BLC;x 1;37.5 cl
2005;008209;ARMAGNAC;1973;BLC;x 6;50 cl
2009;124015;AC MONT ST EMILION BECHEREAU;0;RGE;x 1;B05L
2010;050020;AC FAUGERES CH HAUT LIGNIERES;0;RGE;x 1;B05L
2011;099016;AC PICPOUL PINET CARTE NOIRE;2015;BLC;x 6;75 cl
2012;161010;AC BORDEAUX CH MONTET;0;RGE;x 1;B10L
2014;145016;AC 1ERE C DE BX L'ESTAMPE;2008;RGE;x 1;B10L
2015;145017;AC 1ERE C DE BX L'ESTAMPE;2008;RGE;x 1;B05L
2022;164001;AC ST EMILION CH JUPILLE CARILLON;2010;RGE;x 6;75 cl
2023;164002;AC ST EMILION CH JUPILLE CARILLON;2013;RGE;x 6;75 cl
2025;059025;VDP MEDITERRANEE TERES;2015;RSE;x 6;75 cl
2026;002101;IGP DU GARD LOU GRES D'OR;2015;RSE;x 6;75 cl
2029;144007;AC C.DE BOURG G.GUIONNE ( CAVEAU );2006;RGE;x 6;150 cl
2032;123011;PORT C. S. LIMA QUINTA DA ESPIGA ESTRAMADURA;2008;RGE;x 6;75 cl
2033;123012;PORTUGAL CSL QUINTA ESPIGA ESTRAMADURA;2008;BLC;x 6;75 cl
2034;123013;AFS DU TOITSKLOOF PINOTAGE RBY WORCESTER;0;RGE;x 6;75 cl
2035;123014;ITA FEUDI DI SAN MARZANO PRIMITIVO;2008;RGE;x 6;75 cl
2036;123015;ITA FEUDI DI SAN MARZANO BIANCO POUILLES;2008;BLC;x 6;75 cl
2037;123016;CH VENTISQUERO RESERVA CARMEN;2008;RGE;x 6;75 cl
2038;123017;ITA ZENATO VALPOLICELLA SUPERIOR;2007;RGE;x 6;75 cl
2039;039013;AC C.DU ROUSSILLON .MONTNER PREM;2013;RGE;x 6;75 cl
2041;144011;AC C.DE BOURG COEUR BOISE;2006;RGE;x 6;75 cl
2042;059026;VDP MEDITERRANEE. TERES;0;RSE;x 1;B05L
2043;007019;AC RIESLING DME DUSSOURT;2010;BLC;x 12 CB;37.5 cl
2044;145017B;AC PREMIERES COTES DE BORDEAUX L'ESTAMPE;0;RGE;x 1;B05L
2045;145020B;CH LABATUT BOUCHARD AC PREMIERES COTES DE BORDEAUX;2010;RGE;x 6;75 cl
2046;145016B;AC PREMIERES COTES DE BORDEAUX L'ESTAMPE;0;RGE;x 1;B10L
2047;028012;AC COTES DE BLAYE CLAIRET ROSE (SC);2009;RSE;x 6;75 cl
2048;057035;LES GRANITIERS VDP COTES DU TARN;2009;RSE;x 6;75 cl
2049;008210;BAS ARMAGNAC CARAFE UNE VIE DE PLAISIR;0;RGE;x 1;70 cl
2050;057036;AC FRONTON INES;2010;RSE;x 6;75 cl
2051;057037;VDP CABERNET DOUX TRAD COEUR MARCHE;2009;RSE;x 6;75 cl
2055;008211;ARMAGNAC 42% CARAFE UNE VIE DE PLAISIR;0;RGE;x 1;75 cl
2057;168001;AC GRAVES CH LA ROSE SARRON;2014;RGE;x 6;75 cl
2058;168002;AC GRAVES CH. LA ROSE SARRON;2014;BLC;x 6;75 cl
2059;169001;AC COTES DE CASTILLON CH PERREAU BEL AIR;2014;RGE;x 6;75 cl
2063;057;VDT;0;RGE;x 1;B05L
2064;0570;VDT;0;BLC;x 1;B05L
2065;05700;VDT;0;RSE;x 1;B05L
2067;084020;AC CORBIERES CASTELMAURE LA VERITE;2009;RGE;x 6;75 cl
2068;084021;AC CORBIERES CASTELMAURE LE MENSONGE;2009;RGE;x 6;75 cl
2069;084022;AC CORBIERES CASTELMAURE LA VERITE;2009;RGE;x 6;150 cl
2070;084023;AC CORBIERES CASTELMAURE LE MENSONGE;2009;RGE;x 6;150 cl
2071;145011B;AC 1ERE C.DE BX CH FAYON;2010;RGE;x 6;75 cl
2073;031007;AC TOURAINE GAMAY DME DAVAULT;2009;RGE;x 12 CB;37.5 cl
2074;170002;AC COSTIERES DE NIMES;2010;RGE;x 6;75 cl
2075;171001;AC COTES DU RHONE VILLAGE CABOTTE;2009;RGE;x 6;75 cl
2081;084009;AC CORBIERES LE BLANC PAYSAN;2009;BLC;x 6;75 cl
2083;039009;VDN MUSCAT DE RIVESALTES MUSCAT DE NOEL;0;BLC;x 6;75 cl
2084;039025;VDN RIVESALTES CHATEAU MONTNER AMBRE;1996;BLC;x 6;75 cl
2086;145004;CAISSE BOIS 3 BLLES SERIGRAPHIE CH SIPIAN;0;RGE;x 3 CB;75 cl
2087;168005;AC GRAVES PRESTIGE CUVEE DAMIEN CH LA ROSE SARRON;2012;RGE;x 6;150 cl
2088;062003;AC GRAVES. CARBON D'ARTIGUES;2014;RGE;x 6;75 cl
2089;008200;BAS ARMAGNAC MILLESIME;1980;RGE;x 1;70 cl
2090;008199;L'ETERNEL BAS ARMAGNAC;0;RGE;x 1;70 cl
2091;054002;AC FRONSAC CH JEANDEMAN;2008;RGE;x 6;75 cl
2092;173001;AC SYLVANER DME FREYBURGER;2010;BLC;x 6;75 cl
2093;173002;AC RIESLING DME FREYBURGER;2012;BLC;x 6;75 cl
2094;173003;AC PINOT GRIS DME FREYBURGER;2012;BLC;x 6;75 cl
2095;173004;AC GEWURZTRAMINER DME FREYBURGER;2012;BLC;x 6;75 cl
2099;125002;AC SAUTERNES GR CARRETEY;2008;BLC;x 12;37.5 cl
2100;154001;AC MERCUREY DME SUREMAIN;2008;RGE;x 6;75 cl
2102;059008;AC C.PROVENCE. BELLE POULE;2012;RGE;x 6;75 cl
2103;059006;AC C.PROVENCE. BELLE POULE;2014;BLC;x 6;75 cl
2104;059007;AC C.PROVENCE. BELLE POULE;2009;BLC;x 3;150 cl
2105;008208B;COFFRET ARMAGNAC 3 TUBES DEGUSTATION;0;;x 1;62 cl
2106;084003;"AC CORBIERES "" LE 3 """;2008;RGE;x 6;150 cl
2107;071001B;VRAC GALLARGUES MERLOT VDT 13.5 RGE;0;RGE;x 1;VRAC
2108;071002B;VRAC GALLARGUES GOURMETS VDT 12.5 RGE;0;RGE;x 1;VRAC
2110;995005;FUT DE CHENE;0;;x 1;LITRE
2111;145028;FUT DE CHENE;0;;x 1;LITRE
2112;116006;(SC) AC CHINON VIEILLES VIGNES DME GARNIER;2013;RGE;x 6;75 cl
2113;118057;ARMAGNAC MILLESIME 40% VOL;1992;RGE;x 6;75 cl
2114;057040;AC CAHORS LE PARADIS;2002;RGE;x 6;75 cl
2115;057041;AC CAHORS CH LES BOUYSSES;1990;RGE;x 6;75 cl
2116;057042;AC CAHORS CH VIGNALS;2007;RGE;x 6;75 cl
2117;057043;AC CAHORS LES VIRTUOSES;2007;RGE;x 6;75 cl
2118;057044;AC FRONTON HAUT CAPITOLE;2008;RGE;x 6;75 cl
2119;057045;AC FRONTON PONT DE L'HORM;2008;RGE;x 6;75 cl
2120;057046;AC GAILLAC REVERIE D'AUTOMNE;2007;RGE;x 6;75 cl
2121;057047;AC GAILLAC METHODE GAILLACOISE BRUT;0;BLC;x 6;75 cl
2122;057048;VDT MOUSSEUX;0;RSE;x 6;75 cl
2123;174001;AC PIC SAINT LOUP LES DEESSES MUETTES EMOTION;2014;RGE;x 6;75 cl
2124;174002;AC PIC SAINT LOUP CUVEE SPECIALE VIEILLI FUT DE CH;2012;RGE;x 6;75 cl
2125;175001;AC CHEVERNY DME MAISON;2015;BLC;x 6;75 cl
2126;175002;AC CHEVERNY DME MAISON;2013;RGE;x 6;75 cl
2127;175003;AC CHEVERNY DME MAISON;2014;RSE;x 6;75 cl
2129;057050;AOP GAILLAC;0;RGE;x 6;B10L
2130;057051;AOP GAILLAC;0;RGE;x 1;B05L
2131;057052;AOP GAILLAC;1990;RSE;x 1;B10L
2132;057053;AOP GAILLAC;1990;RSE;x 1;B05L
2138;052502;AC ST ESTEPHE CH TOUR DE PEZ;2008;RGE;x 6;75 cl
2139;CDH001001;AC CHAMPAGNE PANNIER BRUT SELECTION;0;BLC;x 6;75 cl
2145;CDH001015;AC CHAMPAGNE PANNIER BLANC DE BLANC;0;BLC;x 6;75 cl
2187;CDH556001;TAWNY 19;0;RGE;x 6;75 cl
