ID;Reference;Designation;Mill;Coul;Cond;Cont;
1616;133001;AOP BANDOL CUVEE TRADITION;2006;RSE;x 6;75 cl;
1617;133002;AOP BANDOL CUVEE TRADITION;2005;RGE;x 6;75 cl;
1618;016900;VDT 12deg cuvee Princie (Scael France rurale);2006;RGE;x 1;B20L;
1619;016901;VDT 12deg cuvee Fiojoli (etiqu Scael France Rurale);2006;RSE;x 1;B20L;
1620;016902;VDT 13.5deg Cuvee Leon (etiquette Scael France Rurale);2006;RGE;x 1;B20L;
1621;134001;AOP COTES DU RHONE DOMAINE GALEVAN;0;RGE;x 1;B10L;
1622;134002;AOP COTES DU RHONE DOMAINE GALEVAN;0;RGE;x 1;B05L;
1623;130002;DOMAINE POUZOLLES-MARGON IGP CHARDONNAY;2006;BLC;x 1;B05L;
1624;016905;VIN DE TABLE;2006;RSE;x 1;B20L;
1627;069011;DOMAINE AUDINIERES IGP MUSCADET SEVRE&MAINE/LIE;2007;BLC;x 12;37.5 cl;
1628;134005;AOP COTES DU RHONE PAROLES DE FEMME;2014;RGE;x 6;75 cl;
1629;134007;AOP CHATEAUNEUF DU PAPE;2013;RGE;x 6;75 cl;
1630;134008;AOP CHATEAUNEUF DU PAPE;2013;BLC;x 6;75 cl;
1631;134004;AOP COTES DU RHONE LIBRE EXPRESSION;2014;BLC;x 6;75 cl;
1632;019017;CHATEAU GAURY-BALETTE AOP ENTRE DEUX MERS;2003;BLC;x 12;37.5 cl;
1633;011003;CUVEE SEMELEE AOP VOUVRAY DEMI-SEC;2005;BLC;x 6;75 cl;
1635;085101;GOURMETS AOP TOURAINE PINEAU D'AUNIS;1990;RSE;x 6;75 cl;
1636;085100;GOURMETS AOP TOURAINE PINEAU D'AUNIS;1990;RSE;x 6;75 cl;
1637;085061;GOURMETS  AOP TOURAINE GAMAY;1990;RGE;x 6;75 cl;
1638;052028CB;CHATEAU RAMAGE LA BATISSE AOP HAUT-MEDOC CRU BOURGEOIS CAISSE BOIS;2000;RGE;x 6;75 cl;
1639;052029CB;CHATEAU RAMAGE LA BATISSE AOP HAUT-MEDOC CRU BOURGEOIS CAISSE BOIS;2000;RGE;x 6;75 cl;
1640;084008;AOP CORBIERES LA GRANDE CUVEE;2013;RGE;x 6;75 cl;
1641;124010;AOP LALANDE POMEROL BECHEREAU;2012;RGE;x 6;75 cl;1
1642;001015;PANNIER BRUT BLANC DE BLANCS;2012;BLC;x 6;75 cl;
1643;001016;PANNIER BLANC DE NOIRS;2006;BLC;x 6;75 cl;
1644;001017;PANNIER EGERIE ROSE DE SAIGNEE;0;RSE;x 6;75 cl;
1645;136001;AOP ST ESTEPHE TOUR ST-FORT;2001;RGE;x 6;75 cl;
1646;137001;AOP COTEAUX DU LANGUEDOC TERRES D'ASPERES MAS DES CABRES;2014;RGE;x 6;75 cl;
1647;118011;BAS ARMAGNAC MILLESIME 40% VOL;1957;RGE;x 1;50 cl;
1648;118012;BAS ARMAGNAC MILLESIME 40% VOL;1950;RGE;x 1;50 cl;
1649;085005;GOURMETS  AOP TOURAINE GAMAY;1990;RGE;x 6;37.5 cl;
1650;075007;AOP MEDOC CHATEAU LE BREUIL RENAISSANCE;2005;RGE;x 6;75 cl;
1651;110600;CHATEAU LES MARNIERES AOP COTES DE BERGERAC MOELLEUX;2014;BLC;x 6;75 cl;
1652;001911;BOITE METAL;0;BLC;x 1;75 cl;
1653;001912;COFFRET CADEAU 1BLLE et 2 FLUTES P5011;0;BLC;x 1;75 cl;
1654;001899;COFFRET CADEAU 2 BLLES;0;BLC;x 1;75 cl;
1655;118013;ARMAGNAC RECOLTE 1989 ARIANE;1989;RGE;x 1 CB;70 cl;
1656;118014;ARMAGNAC RECOLTE 1987 ARIANE en caissette bois;1987;RGE;x 1 CB;70 cl;
1657;118015;ARMAGNAC RECOLTE 1981 ARIANE en caissette bois;1981;RGE;x 1 CB;70 cl;
1658;118016;ARMAGNAC RECOLTE 1976 ARIANE;1976;RGE;x 1 CB;70 cl;
1659;118017;ARMAGNAC MILLESIME 40% VOL;1971;RGE;x 1 CB;70 cl;
1660;110601;AC COTES DE BERGERAC FUT DE CHENE  MOELLEUX;2011;BLC;x 6;75 cl;
1662;008011;FLEUR DE MAUBET VDP DES COTES DE GASCOGNE;1990;RGE;x 1;B10L;
1663;008012;FLEUR DE MAUBET VDP DES COTES DE GASCOGNE;1990;RGE;x 1;B05L;
1664;008013;FLEUR DE MAUBET VDP DES COTES DE GASCOGNE;1990;RSE;x 1;B05L;
1667;073001;CHATEAU CALON SEGUR SAINT ESTEPHE;1996;RGE;x 6;75 cl;
1668;073002;CHATEAU CALON SEGUR SAINT ESTEPHE;2005;RGE;x 6;75 cl;
1669;073003;CHATEAU LA LAGUNE HAUT MEDOC 3eme CRU CLASSE;2003;RGE;x 6;75 cl;
1670;073004;LACOSTE BORIE PAUILLAC 2eme VIN;2003;RGE;x 6;75 cl;
1671;073005;CH LALANDE BORIE PAUILLAC 2eme VIN;2003;RGE;x 6;75 cl;
1675;118101;ARMAGNAC RECOLTE 1997 ARIANE en caissette bois;1997;;x 1;50 cl;
1676;118102;ARMAGNAC MILLESIME 40% ARIANE;1948;BLC;x 1 CB;50 cl;
1677;118113;ARMAGNAC MILLESIME 40% ARIANE;1949;BLC;x 1 CB;50 cl;
1678;118114;ARMAGNAC MILLESIME 40% ARIANE;1951;BLC;x 1 CB;50 cl;
1679;118115;ARMAGNAC MILLESIME 40% ARIANE;1952;BLC;x 1 CB;50 cl;
1680;118117;ARMAGNAC MILLESIME 40% ARIANE;1962;BLC;x 1 CB;50 cl;
1681;118118;ARMAGNAC MILLESIME 40% ARIANE;1963;BLC;x 1 CB;50 cl;
1682;118100;ARMAGNAC RECOLTE 1985 ARIANE en caissette bois;1985;;x 1 CB;50 cl;
1684;041021;CHATEAU TOUR DE PEZ AOP ST ESTEPHE CAISSE BOIS;2007;RGE;x 6;75 cl;
1685;001022;PANNIER EGERIE ROSE DE SAIGNEE COFFRET LUXE;0;RSE;x 6;75 cl;
1691;135011;AOP COTEAUX DU LANGUEDOC CUVEE PRESTIGE;2006;RGE;x 6;75 cl;
1694;002007;VIN DE TABLE;0;RGE;x 1;B10L;
1695;002008;VIN DE TABLE;0;RGE;x 1;B20L;
1699;002900;VIN DE TABLE CUVEE PRINCIE etiq perso scael;0;RGE;x 1;B20L;
1700;002901;VIN DE TABLE CUVEE FIOJOLI etiq perso scael;0;RSE;x 1;B20L;
1701;002902;VIN DE TABLE CUVEE LEON etiq perso scael;0;RGE;x 1;B20L;
1708;099005;DOMAINE VILLEMARIN IGP COTES DE THAU;2007;RSE;x 12;37.5 cl;
1709;089004;AOP SAUMUR DOMAINE DE LA PALEINE;2005;RGE;x 6;75 cl;
1710;138010;AOP COTES DU VENTOUX GAVOTS DES ABEILLES;2009;RGE;x 6;75 cl;
1712;138004;AOP COTES DU VENTOUX D. L'ESTAGNOL;2010;RSE;x 1;B05L;
1713;110505;AOP BERGERAC CHATEAU LES MARNIERES;2011;RGE;x 6;75 cl;
1714;044004;IGP PAYS D'OC C DES CIGALES DOMAINE DE CLAPIES;2006;RGE;x 1;B05L;
1716;052028;AOP BORDEAUX LA ROSEE DE RAMAGE;2015;RSE;x 6;75 cl;1
1720;002022;VIN DE PAYS GARD ROUGE;0;RGE;x 1 CB;VRAC;
1721;099006;AOP CARTE NOIRE;0;RGE;x 6;75 cl;
1722;099007;AOP CARTE NOIRE;0;RGE;x 6;37.5 cl;
1723;099008;AOP PICPOUL;0;RGE;x 6;VRAC;
1724;099009;IGP COTES DE THAU;0;RGE;x 1;B10L;
1725;099010;IGP COTES DE THAU;0;RSE;x 1;B10L;
1726;099011;IGP COTES DE THAU;0;BLC;x 1;B10L;
1728;140001;AOP VOUVRAY METHODE TRADITIONNELLE CLOS DES AUMONES;0;BLC;x 6;75 cl;
1733;025030;IGP PAYS D'OC LA CLOSERIE DES LYS;2010;BLC;x 6;75 cl;
1735;142002;AOP MAREUIL FIEFS VENDEENS;2010;RSE;x 6;75 cl;
1737;143001;AOP COTEAUX DU GIENNOIS G.THIEBAULT;2013;RGE;x 6;75 cl;
1738;143002;AOP COTEAUX DU GIENNOIS G.THIEBAULT;2014;BLC;x 6;75 cl;
1742;134500;AOP COTES DU RHONE ESPRIT DEVIN (SC);2011;RGE;x 6;75 cl;
1743;057014;AOP GAILLAC EVASION;0;RGE;x 24;37.5 cl;
1744;116002;CUVEE LES GRAVES AOP CHINON;2006;RGE;x 12 CB;37.5 cl;
1745;118018;ARMAGNAC RECOLTE 1990 ARIANE;1990;RGE;x 1;70 cl;
1746;118019;ARMAGNAC MILLESIME 40% VOL;1988;RGE;x 1;70 cl;
1747;118020;ARMAGNAC RECOLTE 1986 ARIANE;1986;RGE;x 1;70 cl;
1748;118021;ARMAGNAC RECOLTE 1985 ARIANE;1985;RGE;x 1;70 cl;
1749;118022;ARMAGNAC MILLESIME 40% VOL;1984;RGE;x 1;70 cl;
1750;118023;ARMAGNAC MILLESIME 40% VOL;1983;RGE;x 1;70 cl;
1751;118024;ARMAGNAC RECOLTE 1982 ARIANE;1982;RGE;x 1;70 cl;
1752;118025;ARMAGNAC RECOLTE 1982 ARIANE en caissette bois;1982;RGE;x 1;70 cl;
1753;118026;ARMAGNAC MILLESIME 40% VOL;1980;RGE;x 1;70 cl;
1754;118027;ARMAGNAC MILLESIME 40% VOL;1979;RGE;x 1;70 cl;
1755;118028;ARMAGNAC RECOLTE 1977 ARIANE;1977;RGE;x 1;70 cl;
1756;118029;ARMAGNAC RECOLTE 1975 ARIANE en caissette bois;1975;RGE;x 1;70 cl;
1757;118030;ARMAGNAC RECOLTE 1974 ARIANE en etui;1974;RGE;x 1;70 cl;
1758;118031;ARMAGNAC RECOLTE 1974 ARIANE en caissette bois;1974;RGE;x 1;50 cl;
1759;118032;ARMAGNAC RECOLTE 1973 ARIANE en caissette bois;1973;RGE;x 1;70 cl;
1760;118034;ARMAGNAC RECOLTE 1972 ARIANE;1972;RGE;x 1;70 cl;
1761;118035;ARMAGNAC RECOLTE 1970 ARIANE en caissette bois;1970;RGE;x 1;70 cl;
1762;118036;ARMAGNAC MILLESIME 40% VOL;1969;RGE;x 1;70 cl;
1763;118037;ARMAGNAC RECOLTE 1968 ARIANE en caissette bois;1968;RGE;x 1;70 cl;
1764;118039;ARMAGNAC RECOLTE 1966 ARIANE;1966;RGE;x 1;70 cl;
1765;118040;ARMAGNAC RECOLTE 1965 ARIANNE en caissette bois;1965;RGE;x 1;70 cl;
1767;118042;ARMAGNAC MILLESIME 40% VOL;1963;RGE;x 1;70 cl;
1768;118043;ARMAGNAC DELORD 40% - ARIANE - CAISSE BOIS;1962;;x 1;70 cl;
1769;118044;ARMAGNAC MILLESIME 40% VOL;1961;RGE;x 1;70 cl;
1770;118045;ARMAGNAC MILLESIME 40% VOL;1960;RGE;x 1;70 cl;
1771;118046;ARMAGNAC MILLESIME 40% VOL;1959;RGE;x 1;70 cl;
1772;118047;ARMAGNAC MILLESIME 40% VOL;1958;RGE;x 1;70 cl;
1773;118048;ARMAGNAC MILLESIME 40% VOL;1955;RGE;x 1;70 cl;
1774;118049;ARMAGNAC MILLESIME 40% VOL;1954;RGE;x 1;70 cl;
1775;118050;ARMAGNAC MILLESIME 40% VOL;1952;RGE;x 1;70 cl;
1776;118051;ARMAGNAC MILLESIME 40% VOL;1951;RGE;x 1;70 cl;
1777;118052;ARMAGNAC MILLESIME 40% VOL;1950;RGE;x 1;70 cl;
1778;118053;ARMAGNAC MILLESIME 40% VOL CAISSE BOIS;1949;RGE;x 1;70 cl;
1779;118054;ARMAGNAC MILLESIME 40% VOL;1948;RGE;x 1;70 cl;
1780;118055;ARMAGNAC RECOLTE 1946 ARIANE en caissettes bois;1946;RGE;x 1;70 cl;
1781;118058;ARMAGNAC MILLESIME 40% VOL;1941;RGE;x 1;70 cl;
1782;118059;ARMAGNAC MILLESIME 40% VOL;1939;RGE;x 1;70 cl;
1783;118060;ARMAGNAC MILLESIME 40% VOL;1937;RGE;x 1;70 cl;
1784;118061;ARMAGNAC MILLESIME 40% VOL;1936;RGE;x 1;70 cl;
1785;118062;ARMAGNAC MILLESIME 40% VOL;1935;RGE;x 1;70 cl;
1786;118063;ARMAGNAC MILLESIME 40% VOL;1934;RGE;x 1;70 cl;
1787;118064;ARMAGNAC MILLESIME 40% VOL;1933;RGE;x 1;70 cl;
1788;118065;ARMAGNAC MILLESIME 40% VOL;1932;RGE;x 1;70 cl;
1789;118066;ARMAGNAC MILLESIME 40% VOL;1930;RGE;x 1;70 cl;
1790;118067;ARMAGNAC MILLESIME 40% VOL;1929;RGE;x 1;70 cl;
1791;118068;ARMAGNAC MILLESIME 40% VOL;1928;RGE;x 1;70 cl;
1792;118069;ARMAGNAC MILLESIME 40% VOL;1927;RGE;x 1;70 cl;
1793;118070;ARMAGNAC MILLESIME 40% VOL;1926;RGE;x 1;70 cl;
1794;118071;ARMAGNAC MILLESIME 40% VOL;1925;RGE;x 1;70 cl;
1795;118999;Verre degustation 25 cl;0;RGE;x 1;37.5 cl;
1796;118038;ARMAGNAC RECOLTE 1967 ARIANE;1967;RGE;x 1;70 cl;
1797;118056;ARMAGNAC MILLESIME 40% VOL;1942;RGE;x 1;70 cl;
1798;118072;ARMAGNAC MILLESIME 40% VOL;1931;RGE;x 6;70 cl;
1800;002009;VIN DE TABLE CAVE GALLICIAN;0;RSE;x 1;B20L;
1801;040014;AOP COTES DE BOURG CARACTERE;2005;RGE;x 6;37.5 cl;
1802;102002B;AOP ST EMILION GRAND CRU G DE PEYROUTAS;2006;RGE;x 6;75 cl;
1803;145001;AOP MEDOC GRAND CEDRES CHATEAU SIPIAN;2012;RGE;x 6;75 cl;
1804;145002;AOP MEDOC GRAND CEDRES CHATEAU SIPIAN;2006;RGE;x 12;37.5 cl;
1805;145003;AOP MEDOC GRAND CEDRES CHATEAU SIPIAN;2010;RGE;x 6;150 cl;
1806;145005;AC MEDOC CRU BOURGEOIS CHATEAU SIPIAN;2010;RGE;x 6;75 cl;
1807;145006;AC MEDOC CRU BOURGEOIS CHATEAU SIPIAN;2005;RGE;x 12;37.5 cl;
1808;145007;AC MEDOC CRU BOURGEOIS CHATEAU SIPIAN;2010;RGE;x 6;150 cl;
1811;025037;IGP PAYS D'OC ROUGE TURITELLES;2013;RGE;x 6;75 cl;
1812;145010;QUINTESSENCE DU CHATEAU SIPIAN AOP MEDOC;2010;RGE;x 6;75 cl;
1813;083020;PECH DE LA ROQUE AC FAUGERES;2006;RGE;x 6;150 cl;
1814;057084;PASSION AOP GAILLAC;2003;RGE;x 6;75 cl;
1815;001023;PANNIER BLANC DE BLANC EN ETUI;1990;BLC;x 6;75 cl;
1816;001024;PANNIER ROSE EN ETUI;1990;RSE;x 6;75 cl;
1817;001025;PANNIER FLUTE;1990;RGE;x 6;75 cl;
1820;118200;ARMAGNAC 40% VOL EN CAISSE BOIS;1978;RGE;x 6;70 cl;
1821;118201;ARMAGNAC  40% VOL EN CAISSE BOIS;1989;RGE;x 6;70 cl;
1822;118202;ARMAGNAC  40% VOL CAISSE BOIS;1981;RGE;x 6;70 cl;
1825;089902;AOP CABERNET D'ANJOU D OMAINE LA PALEINE;0;RSE;x 6;B10L;
1826;057085;PASSION AOP GAILLAC;2003;BLC;x 6;50 cl;
1827;057086;PASSION AOP GAILLAC;2002;RGE;x 6;50 cl;
1828;110602;AOP MONTBAZILLAC LES MARNIERES (SC);0;BLC;x 6;75 cl;
1829;084010;L'ESPRIT DU VENT à perpete AOP CORBIERES;2006;RGE;x 6;75 cl;
1830;084011;INTERDIT AUX SNOBS AOP CORBIERES;2007;RGE;x 6;75 cl;
1831;084012;INTERDIT AUX SNOBS AOP CORBIERES;1997;RGE;x 6;150 cl;
1832;084013;LES ENFANTS DU ROCK AOP CORBIERES;2007;RGE;x 6;75 cl;
1833;084014;LES ENFANTS DU ROCK AOP CORBIERES;1997;RGE;x 6;150 cl;
1834;052065;CHATEAU BELCIER AOP COTES DE CASTILLON;2005;RGE;x 24;37.5 cl;
1835;042101;VIN DE PAYS D'ORANGE;1990;RSE;x 1 CB;VRAC;
1836;059020;AOP COTES DE PROVENCE ESTERELLE;2015;RSE;x 6;75 cl;
1837;002903;IGP PAYS D'OC MERLOT CAVE GALLICIAN;0;RGE;x 1;B20L;
1838;145015;AOP BORDEAUX L'ESTAMPES;2006;RGE;x 6;75 cl;
1840;145021;AOP 1ERE COTE DE BORDEAUX CHATEAU LABATUT BOUCHARD;2007;BLC;x 6;75 cl;
1841;145025;AOP MEDOC CRU BOURGEOIS CHATEAU SIPIAN (SC);2006;RGE;x 1 CB;300cl D-MAG;
1842;145026;AOP MEDOC CRU BOURGEOIS CHATEAU SIPIAN (SC);2006;RGE;x 1 CB;Jeroboam;
1843;147001;AOP MINERVOIS LORIZA (SC);2003;RGE;x 6;75 cl;
1846;138012;"stock caveau Domaine Estagnol  ""Hommage""";2003;RGE;x 6;75 cl;
1847;110603;AOP BERGERAC MOELLEUX TRADITION;2011;BLC;x 12 CB;37.5 cl;
1849;048020;AOP PUISSEGUIN ST EMILION LA FOURVIEILLE;2008;RGE;x 6;75 cl;1
1850;145008;AOP CADILLAC CHATEAU LABATUT BOUCHARD;2004;BLC;x 6;75 cl;
1852;054011;AOP PESSAC LEOGNAN CHATEAU MANCEDRE;2011;RGE;x 6;75 cl;1
1853;096005;AOP GRAVES CHATEAU DE L'HOSPITAL;2005;RGE;x 6;75 cl;
1854;073007;DUCRU BEAUCAILLOU AOP SAINT JULIEN;2005;RGE;x 12;75 cl;
1855;073008;FIEUZAL AOP PESSAC LEOGNAN;2002;RGE;x 12;75 cl;
1856;057007;CUVEE RESERVEE AOP CAHORS;2005;RGE;x 6;75 cl;
1857;057008;CUVEE RESERVEE AOP CAHORS;2004;RGE;x 12;37.5 cl;
1858;057009;COMTE ANDRE DE MONPEZAT AOP CAHORS;2005;RGE;x 6;75 cl;
1859;057016;IMPERNAL CUVEE FUT AOP CAHORS;2000;RGE;x 6;75 cl;
1860;084015;"AOP CORBIERES "" LE 3 """;2013;RGE;x 6;75 cl;
1864;040018;CHATEAU LA CROIX BEL AIR AOP COTES DE BOURG;2004;RGE;x 1 CB;300cl D-MAG;
1865;073009;FIEUZAL AOP PESSAC LEOGNAN;2005;RGE;x 6;75 cl;
1866;087002;AOP REUILLY BLANC;0;BLC;x 12;37.5 cl;
1867;008018;COFFRET 6 TUBES ARMAGNAC;0;BLC;x 6;75 cl;
1868;008019;AC BAS ARMAGNAC VIGNOBLES FONTAN 20 ANS D'AGE;0;BLC;x 6;75 cl;
1869;008024;AC BAS ARMAGNAC VIGNOBLES FONTAN VSOP;0;BLC;x 1;75 cl;
1870;008025;AC BAS ARMAGNAC VIGNOBLES FONTAN XO;0;BLC;x 1;75 cl;
1871;118073;ARMAGNAC 20 ANS D'AGE ARIANE en etui;0;RGE;x 1;50 cl;
1872;118074;ARMAGNAC 25 ANS D'AGE ARIANE en etui;0;RGE;x 1;50 cl;
1873;999004;DIVERS;1990;RGE;x 6;75 cl;
1874;086001P;AOP COTES DE DURAS BERTICOT;0;RGE;x 1;B10L;
1875;086002P;AOP COTES DE DURAS BERTICOT;0;RGE;x 1;B05L;
1876;086017P;V MERLOT LE PETIT BERTICOT;2011;RGE;x 6;75 cl;
1877;086019P;VDP SAUVIGNON LE PETIT BERTICOT;0;BLC;x 6;75 cl;
1880;025999;regularisation;0;RGE;x 6;75 cl;
1881;035008;AOP ST NICOLAS DE BOURGUEIL;2007;RGE;x 1;B05L;
1882;149001;AOP COTES DE PROVENCE PALLIERE;2008;BLC;x 6;75 cl;
1887;059021;AOP COTES DE PROVENCE;0;RSE;x 1;B05L;
1888;086011P;AOP COTES DE DURAS BERTICOT;0;BLC;x 1;B10L;
1889;086012P;AOP COTES DE DURAS BERTICOT;0;BLC;x 1;B05L;
1891;086018P;VDP DE L'ATLANTIQUE LE PTIT BERTICOT;2009;RSE;x 6;75 cl;
1892;002905;VDT. CUVEE FIOJOLI etiq perso scaeL;0;RSE;x 1;B10L;
1894;116005;AOP CHINON DME GASNIER;2014;RSE;x 6;75 cl;
1898;052501;CHATEAU TOUR DE PEZ AOP ST ESTEPHE;2004;RGE;x 12;37.5 cl;
1899;152001;AOP QUINCY DOMAINE SIRET COURTAUD;2014;BLC;x 6;75 cl;
1900;118300;FLOC DE GASCOGNE;0;RSE;x 6;75 cl;
1902;099015;AOP PICPOUL DE PINET L'ORMARINE;2012;BLC;x 6;75 cl;
1903;153001;AOP PETIT CHABLIS DOMAINE GARNIER;2015;BLC;x 6;75 cl;
1904;153003;AOP CHABLIS DOMAINE GARNIER;2015;BLC;x 6;75 cl;
1905;153002;AOP CHABLIS DOMAINE GARNIER;2015;BLC;x 12;37.5 cl;
1906;153004;AOP CHABLIS DOMAINE GARNIER;2015;BLC;x 12;37.5 cl;
1907;153005;AOP CHABLIS 1ER CRU BEAUROY;2014;BLC;x 6;75 cl;
1913;110002;AOP BERGERAC CHATEAU LES MARNIERES;2007;BLC;x 6;75 cl;
1914;110003;AOP BERGERAC SEC FUT DE CHENE;2009;BLC;x 6;75 cl;
1915;110004;AOP BERGERAC CHATEAU LES MARNIERES;2005;RGE;x 6;75 cl;
1916;110005;AOP BERGERAC FUT DE CHENE CHATEAU LES MARNIERES;2003;RGE;x 6;75 cl;
1920;114012;AOP TOURAINE GAMAY DOMAINE LA CHAISE;0;RGE;x 1;B10L;
1921;114013;AOP TOURAINE GAMAY;0;RGE;x 1;B05L;
1922;157001;AOP MUSCADET SEVRE&MAINE/LIE FOLIETTES;2014;BLC;x 6;75 cl;
1923;570017;LES GRANITIERS VDP COTES DU TARN;2008;RGE;x 6;75 cl;
1924;057018;LES GRANITIERS VDP COTES DU TARN;2008;RGE;x 12;37.5 cl;
1925;057019;LES GRANITIERS VDP COTES DU TARN MOELLEUX;2008;BLC;x 6;75 cl;
1926;057017;LES GRANITIERS VDP COTES DU TARN;2008;RGE;x 6;75 cl;
1929;008201;VSOP BAS ARMAGNAC;0;RGE;x 1 CB;70 cl;
1930;008202;HORS D'AGE BAS ARMAGNAC;0;RGE;x 1 CB;70 cl;
1931;008203;X0 BAS ARMAGNAC;0;RGE;x 1 CB;70 cl;
1932;008204;7 ANS D'AGE BAS ARMAGNAC;0;RGE;x 1 CB;70 cl;
1933;008205;20 ANS D'AGE BAS ARMAGNAC;0;RGE;x 1 CB;70 cl;
1934;008206;BAS ARMAGNAC;1980;RGE;x 1 CB;70 cl;
1935;008207;BAS ARMAGNAC;1995;RGE;x 1 CB;70 cl;
1937;084016;IVRESSE DES PROFONDEURS AOP CORBIERES;2014;RGE;x 6;75 cl;
1938;084017;IVRESSE DES PROFONDEURS AOP CORBIERES;2014;RGE;x 6;150 cl;
1939;084018;GRAINS DE RAISINS AOP CORBIERES;2014;RGE;x 6;75 cl;
1940;084019;GRAINS DE RAISINS AOP CORBIERES;2014;RGE;x 6;150 cl;
1941;137002;IGP PAYS D'OC MERLOT MAS DES CABRES;2013;RGE;x 6;75 cl;
1944;144003;AOP COTES DE BOURG G.GUIONNE;2005;RGE;x 12;75 cl;
1945;057087;PASSION AOP GAILLAC Fût;2004;RGE;x 1;150 cl;
1946;057021;ASTROLABE LOIN DE L'OEIL AOP GAILLAC;2007;BLC;x 6;75 cl;
1947;057022;ASTROLABE NEGRETTE AOP FRONTON;2006;RGE;x 6;75 cl;
1948;057023;ASTROLABE MALBEC AOP CAHORS;2005;RGE;x 6;75 cl;
1949;057024;PASSION QUINTESSENCE AOP GAILLAC FUT;2006;RGE;x 6;75 cl;
1950;057025;INES AOP FRONTON;2008;RSE;x 6;75 cl;
1954;074002;AOP GIGONDAS SERIGRAPHIE OR;2004;RGE;x 4;150 cl;
1955;074003;AOP GIGONDAS SIGNATURE CAISSE BOIS;2012;RGE;x 4;150 cl;
1956;074004;AOP VACQUEYRAS SERIGRAPHIE NOIR ET OR CAISSE BOIS;2009;RGE;x 1;150 cl;
1957;074011;AOP COTES DU RHONE NOIR ET OR SERIGRAPHIE CAISSE BO;2007;RGE;x 1;150 cl;
1961;137003;AOP COTEAUX DU LANGUEDOC LA DRAILLE;2014;RGE;x 6;75 cl;
1963;162001;AOP CABARDES CHATEAU JOUCLARY;2014;RGE;x 6;75 cl;
1966;161002;CHATEAU MONTET AOP BORDEAUX;2007;RGE;x 24;37.5 cl;
1967;062030;AOP CADILLAC CHATEAU LA PASSONNE;2011;BLC;x 6;75 cl;1
1968;062031;AOP GRAVES CUVEE PRESTIGE;2011;RGE;x 6;75 cl;1
1970;002100;IGP GARD GRES D'OR;2014;RGE;x 6;75 cl;
1971;062032;AOP GRAVES CHATEAU CARBON D'ARTIGUES;0;RGE;x 1;B05L;
1982;028009;CHATEAU LES BERTRANDS AOP 1ERES COTES BLAYE CUVEE PRESTIGE;2007;RGE;x 6;75 cl;
1983;107002/06;AOP MARGAUX CRU BOURGEOIS CHATEAU DEYREM VALENTIN;2006;RGE;x 6;75 cl;
1987;145011;AOP 1ERE COTES DE BORDEAUX CHATEAU FAYON;2007;RGE;x 6;75 cl;
1988;001150;PANNIER ROSE VELOURS;0;RSE;x 6;75 cl;
1989;001151;PANNIER ROSE VELOURS COFFRET SIMPLE;0;RSE;x 6;75 cl;
1990;001030;EXTRA BRUT CHAMPAGNE PANNIER;0;BLC;x 6;75 cl;
1991;145027;AOP MEDOC CRU BOURGEOIS CHATEAU SIPIAN 6L (SC);2006;RGE;x 1;IMPERIALE;
1992;153010;AOP BOURGOGNE CHARDONNAY DOMAINE GARNIER;2008;BLC;x 6;75 cl;
1993;118075;ARMAGNAC 15 ANS D'AGE ARIANE en etui;0;RGE;x 1;50 cl;
1996;148100;SINGLE CASK MALTS DRIED FRUIT BASKET;0;BLC;x 1;70 cl;
1997;148101;SINGLE CASK MALTS FLOWERS OF SCOTLAND;0;BLC;x 1;70 cl;
1998;148102;SINGLE CASK MALTS HONEYCOMB;0;RGE;x 1;70 cl;
1999;148103;SINGLE CASK MALTSFRUIT AN NUT FUDGE;0;BLC;x 1;70 cl;
2000;148104;SINGLE CASK MALTS BONFIRES ON THE BEAUCH;0;RGE;x 1;70 cl;
2001;148105;SINGLE CASK MALTS SMOKED CHEESE;0;BLC;x 1;70 cl;
2002;148005;RIMAURESQ R AC COTES DE PROVENCE;2005;RGE;x 6;75 cl;
2003;148200;BLENDED MALTS PEAT CHIMNEY 43deg;0;BLC;x 6;70 cl;
2004;008208;Coffret degustation 6 tubes;0;BLC;x 1;37.5 cl;
2005;008209;ARMAGNAC;1973;BLC;x 6;50 cl;
2009;124015;AOP MONTAGNE ST EMILION CHATEAU BECHEREAU;0;RGE;x 1;B05L;
2010;050020;AOP FAUGERES CHATEAU HAUT LIGNIERES;0;RGE;x 1;B05L;
2011;099016;AOP PICPOUL PINET CARTE NOIRE;2015;BLC;x 6;75 cl;
2012;161010;AOP BORDEAUX CHATEAU MONTET;0;RGE;x 1;B10L;
2014;145016;AOP 1ERE C DE BORDEAUX L'ESTAMPE;2008;RGE;x 1;B10L;
2015;145017;AOP 1ERE C DE BORDEAUX L'ESTAMPE;2008;RGE;x 1;B05L;
2022;164001;AOP ST EMILION CHATEAU JUPILLE CARILLON;2010;RGE;x 6;75 cl;
2023;164002;AOP ST EMILION CHATEAU JUPILLE CARILLON;2013;RGE;x 6;75 cl;1
2025;059025;IGP MEDITERRANEE TERES;2015;RSE;x 6;75 cl;
2026;002101;IGP DU GARD GRES D'OR;2015;RSE;x 6;75 cl;
2029;144007;AOP COTES DE BOURG G.GUIONNE;2006;RGE;x 6;150 cl;
2032;123011;PORT C. S. LIMA QUINTA DA ESPIGA ESTRAMADURA;2008;RGE;x 6;75 cl;
